Tracking Number,Sent,Origin city (original),Origin city (used),Origin country,Origin Lat,Origin Long,Received,Destination city (original),Destination (used),Destination country,Destination Lat,Destination Long
655674668806,22/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,27/06/2016,WESTERN CAPE,PRETORIA,ZA,-25.74486,28.18783
655674668791,22/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,30/06/2016,ADELAIDE,ADELAIDE,AU,-34.92866,138.59863
655674668769,22/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,28/06/2016,VOULA,VOULA,GR,37.84221,23.77651
655674668828,22/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,28/06/2016,BERGEN,BERGEN,NO,52.80837,9.96374
655674668770,22/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,27/06/2016,PATERNA,PATERNA,ES,39.5,-0.43333
776555586231,20/06/2016,OXFORD,OXFORD,GB,45.73345,-63.86542,24/06/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966
666879917727,24/06/2016,NORTH BERWICK,NORTH BERWICK,US,56.05825,-2.7229,27/06/2016,ABINGDON,ABINGDON,GB,51.67109,-1.28278
776587491976,23/06/2016,OXFORD,OXFORD,GB,45.73345,-63.86542,24/06/2016,ROMA,ROMA,IT,-26.56741,148.78751
783455467585,27/06/2016,POMONA,POMONA,US,39.47845,-74.57516,29/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016
776578770938,22/06/2016,CASPER,CASPER,US,42.86663,-106.31308,27/06/2016,SINGAPORE,SINGAPORE,SG,1.28967,103.85007
783442257865,24/06/2016,POMONA,POMONA,US,39.47845,-74.57516,28/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016
655674668725,22/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,27/06/2016,NAPOLI,ROME,IT,41.89193,12.51133
783384216961,17/06/2016,PORTSMOUTH,PORTSMOUTH,US,15.58333,-61.46667,28/06/2016,PENCOED BRIDGEND,LONDON,GB,51.50853,-0.12574
783438537457,24/06/2016,POMONA,POMONA,US,39.47845,-74.57516,28/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016
783438017290,24/06/2016,POMONA,POMONA,US,39.47845,-74.57516,27/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016
783428079301,23/06/2016,PORTSMOUTH,PORTSMOUTH,US,15.58333,-61.46667,29/06/2016,PENCOED BRIDGEND,LONDON,GB,51.50853,-0.12574
655674669114,27/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,30/06/2016,BRASSCHAAT,BRASSCHAAT,BE,51.2912,4.49182
655674669011,23/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,27/06/2016,COUNTY MEATH,DUBLIN,IE,53.33306,-6.24889
655674668747,22/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,26/06/2016,AL DUHAIL,DOHA,QA,25.27932,51.52245
655674668655,21/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,24/06/2016,BRASSCHAAT,BRASSCHAAT,BE,51.2912,4.49182
655674668644,21/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,27/06/2016,VESTRA FROLUMDA,STOCKHOLM,SE,59.33258,18.0649
655674668986,23/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,28/06/2016,AJ ALBLASSERDAM,AMSTERDAM,NL,52.37403,4.88969
655674668997,23/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,28/06/2016,BARCELONA,BARCELONA,ES,41.38879,2.15899
666885547974,27/06/2016,CLAREMONT,CLAREMONT,US,-31.97961,115.7823,30/06/2016,ABINGDON,ABINGDON,GB,51.67109,-1.28278
655674669397,28/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,30/06/2016,COUNTY MEATH,DUBLIN,IE,53.33306,-6.24889
655674669386,28/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,30/06/2016,MALTA,MALTA,MT,41.92975,-88.86092
655674669136,27/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,30/06/2016,VOUVRY,VOUVRY,CH,46.33746,6.8895
776577281361,22/06/2016,OXFORD,OXFORD,GB,45.73345,-63.86542,27/06/2016,HANGZHOU,HANGZHOU,CN,30.29365,120.16142
776578664778,22/06/2016,CASPER,CASPER,US,42.86663,-106.31308,27/06/2016,MAKATI,MANILA,PH,14.6042,120.9822
655674668910,22/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,28/06/2016,KARRATHA,KARRATHA,AU,-20.73765,116.84629
783459038296,27/06/2016,POMONA,POMONA,US,39.47845,-74.57516,29/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
655674667692,15/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,29/06/2016,BAHAMAS,NASSAU,BS,25.05823,-77.34306
655674669055,24/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,30/06/2016,ATHENS,ATHENS,GR,37.97945,23.71622
655674667821,16/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,27/06/2016,RAUNAS PAGASTS,RIGA,LV,56.946,24.10589
782031245569,22/12/2015,POMONA,POMONA,US,39.47845,-74.57516,29/12/2015,PENCOED,PENCOED,GB,51.52371,-3.50016
775305278342,30/12/2015,OXFORD,OXFORD,GB,45.73345,-63.86542,31/12/2015,ROME,ROME,IT,41.89193,12.51133
775282146052,23/12/2015,OXFORD,OXFORD,GB,45.73345,-63.86542,28/12/2015,ISTANBUL,ISTANBUL,TR,41.01384,28.94966
655674650035,23/12/2015,PENCOED,PENCOED,GB,51.52371,-3.50016,29/12/2015,HENDRIK-IDO-AMBACHT,HENDRIK-IDO-AMBACHT,NL,51.84417,4.63889
655674649660,18/12/2015,PENCOED,PENCOED,GB,51.52371,-3.50016,28/12/2015,LINDINGO,STOCKHOLM,SE,59.33258,18.0649
655674649800,22/12/2015,PENCOED,PENCOED,GB,51.52371,-3.50016,29/12/2015,JERUSALEM,JERUSALEM,IL,31.76904,35.21633
655674649730,21/12/2015,PENCOED,PENCOED,GB,51.52371,-3.50016,28/12/2015,NORRESUNDBY,NORRESUNDBY,DK,57.04834,9.9352
775173292333,10/12/2015,IRVINE,IRVINE,US,0,0,16/12/2015,PENCOED,PENCOED,GB,51.52371,-3.50016
650936504680,28/12/2015,HANGZHOU,HANGZHOU,CN,30.29365,120.16142,31/12/2015,UNITED KINGDOM,LONDON,GB,51.50853,-0.12574
655674649811,22/12/2015,PENCOED,PENCOED,GB,51.52371,-3.50016,28/12/2015,SINGAPORE,SINGAPORE,SG,1.28967,103.85007
655674649649,18/12/2015,PENCOED,PENCOED,GB,51.52371,-3.50016,30/12/2015,TALLINN,TALLINN,EE,59.43696,24.75353
659344602656,29/01/2016,SAN DIEGO,SAN DIEGO,US,10.33623,-73.18203,02/02/2016,PENCOED,PENCOED,GB,51.52371,-3.50016
655674658460,23/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,29/03/2016,ILFOV,BUCHAREST,RO,44.43225,26.10626
655674658301,22/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,30/03/2016,TALLINN,TALLINN,EE,59.43696,24.75353
782678534895,25/03/2016,POMONA,POMONA,US,39.47845,-74.57516,29/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016
655674658518,24/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,29/03/2016,JIANGSU PROVIENCE JINGJIANG,BEIJING,CN,39.9075,116.39723
655674658334,22/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,29/03/2016,BUSAN,BUSAN,KR,35.10278,129.04028
655674658470,23/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,29/03/2016,AUBURN,AUBURN,US,-33.85,151.03333
775950010512,24/03/2016,OXFORD,OXFORD,GB,45.73345,-63.86542,29/03/2016,EAST BRISBANE,CANBERRA,AU,-35.28346,149.12807
655674658530,24/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,29/03/2016,MONHEIM,MONHEIM,DE,48.84389,10.85834
655674658632,29/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,31/03/2016,MARBURG,BERLIN,DE,52.52437,13.41053
775990428335,30/03/2016,OXFORD,OXFORD,GB,45.73345,-63.86542,31/03/2016,TABY,TABY,SE,59.4439,18.06872
782678124805,25/03/2016,POMONA,POMONA,US,39.47845,-74.57516,29/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016
655674658312,22/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,01/04/2016,NOLLAMARA,CANBERRA,AU,-35.28346,149.12807
782676378451,25/03/2016,POMONA,POMONA,US,39.47845,-74.57516,29/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016
775950419430,24/03/2016,OXFORD,OXFORD,GB,45.73345,-63.86542,29/03/2016,SEOUL,SEOUL,KR,37.566,126.9784
655674658390,22/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,29/03/2016,BRORUP,BRORUP,DK,55.48194,9.01756
775990686697,30/03/2016,OXFORD,OXFORD,GB,45.73345,-63.86542,31/03/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534
655674658621,29/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,31/03/2016,THE NETHERLANDS,AMSTERDAM,NL,52.37403,4.88969
655674658540,24/03/2016,PENCOED,PENCOED,GB,51.52371,-3.50016,29/03/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534
808581497986,25/04/2016,ONDA COSTELLON,MADRID,ES,40.4165,-3.70256,27/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
867824902524,25/04/2016,HEATHERTON,HEATHERTON,CA,-37.96667,145.1,27/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395059636,07/04/2016,BERGEN 5096,OSLO,NO,59.91273,10.74609,11/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
800219800085,30/03/2016,VERACRUZ,VERACRUZ,MX,14.91667,-88.78333,04/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
782775356225,11/04/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,12/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418571937,20/04/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,22/04/2016,HONG KONG,HONG KONG,HK,22.28552,114.15769
806418528385,29/03/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,30/03/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395040351,29/03/2016,FPO,NASSAU,BS,25.05823,-77.34306,31/03/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
804568434740,18/04/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,19/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395062194,08/04/2016,ALGER,ALGIERS,DZ,36.7525,3.04197,11/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059349,05/04/2016,BERGEN,BERGEN,NO,52.80837,9.96374,07/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395002968,25/04/2016,LE MAURE,PARIS,FR,48.85341,2.3488,26/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395008223,19/04/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,20/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
876629039686,20/04/2016,GENOVA,GENOVA,IT,4.31667,-75.76667,21/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
805873310916,15/04/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,21/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776179830954,26/04/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,27/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
876323003185,02/04/2016,CUTTACK ODISHA,NEW DELHI,IN,28.63576,77.22445,11/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
865691281503,20/04/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,21/04/2016,ABINGDON OXFORDSHIRE,LONDON,GB,51.50853,-0.12574
876323003288,11/04/2016,CUTTACK ODISHA,NEW DELHI,IN,28.63576,77.22445,14/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
808288558429,25/04/2016,S J DOS CAMPOS,BRASILIA,BR,-15.77972,-47.92972,28/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776179918062,25/04/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,26/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776036169559,05/04/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,06/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
867824902502,13/04/2016,HEATHERTON,HEATHERTON,CA,-37.96667,145.1,15/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807394980835,21/04/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,22/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
674674706839,26/04/2016,ACCRA,ACCRA,GH,5.55602,-0.1969,28/04/2016,PENCOED,PENCOED,GB,51.52371,-3.50016
805873310905,28/03/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,01/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395057747,20/04/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,22/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395002810,31/03/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,01/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
802198117737,26/03/2016,VERACRUZ VERACRUZ,MEXICO CITY,MX,19.42847,-99.12766,01/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806021475729,11/04/2016,MESTRE - VENEZIA,ROME,IT,41.89193,12.51133,12/04/2016,LONDON,LONDON,GB,42.98339,-81.23304
806418569694,25/03/2016,TEOLO,ROME,IT,41.89193,12.51133,30/03/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418526257,20/04/2016,HELSINKI,HELSINKI,FI,60.16952,24.93545,21/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776158098696,22/04/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,23/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058180,27/04/2016,BRORUP,BRORUP,DK,55.48194,9.01756,28/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
805447583584,15/04/2016,MANZANILLO COLIMA,MEXICO CITY,MX,19.42847,-99.12766,20/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418528915,04/04/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,05/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776179839870,26/04/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,27/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806020605206,15/04/2016,ATHESN,ATHENS,GR,37.97945,23.71622,18/04/2016,LOOUGHTON,LONDON,GB,51.50853,-0.12574
805873310890,28/03/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,01/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
801472045655,18/04/2016,G'DHAM GUJARAT,NEW DELHI,IN,28.63576,77.22445,21/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
805873310880,30/03/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,06/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395002957,14/04/2016,LE HAVRE,LE HAVRE,FR,49.4938,0.10767,15/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418528812,07/04/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,08/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
804213544532,15/04/2016,NAVI MUMBAI,NAVI MUMBAI,IN,19.03681,73.01582,18/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395008830,06/04/2016,LIVORNO,LIVORNO,IT,43.54427,10.32615,07/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776168724238,22/04/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,23/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395003060,29/03/2016,LE MAURE,PARIS,FR,48.85341,2.3488,30/03/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395060651,20/04/2016,BRORUP,BRORUP,DK,55.48194,9.01756,21/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395009470,28/03/2016,CARACAS,CARACAS,VE,10.48801,-66.87919,01/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395057806,04/04/2016,HELSINKI 00980,HELSINKI,FI,60.16952,24.93545,05/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395014001,26/04/2016,REUS TARRAGONA,MADRID,ES,40.4165,-3.70256,27/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395013520,06/04/2016,FUJAIREH,ABU DHABI,AE,24.46667,54.36667,08/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418570540,21/04/2016,CUTTACK ODISHA,NEW DELHI,IN,28.63576,77.22445,23/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
805440886164,29/03/2016,S J DOS CAMPOS,BRASILIA,BR,-15.77972,-47.92972,01/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395057817,18/04/2016,HELSINKI,HELSINKI,FI,60.16952,24.93545,19/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395003059,31/03/2016,LE HAUDE,PARIS,FR,48.85341,2.3488,01/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
775985808894,30/03/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,31/03/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395038638,26/04/2016,SCR,PORT OF SPAIN,TT,10.66668,-61.51889,28/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395015913,30/03/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,31/03/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418532160,24/03/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,30/03/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395015924,06/04/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,07/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395015935,12/04/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,13/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059989,18/04/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,19/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
805440886201,20/04/2016,SJ DOS CAMPOS,BRASILIA,BR,-15.77972,-47.92972,26/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395059327,12/04/2016,BERGEN,BERGEN,NO,52.80837,9.96374,18/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395002946,11/04/2016,LE HAVRE,LE HAVRE,FR,49.4938,0.10767,12/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395016493,04/04/2016,ONDA CASTELLON,MADRID,ES,40.4165,-3.70256,05/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394980776,29/03/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,30/03/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
805873310927,05/04/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,08/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418524026,27/04/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,28/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395016644,18/04/2016,SANT VICENA DELS HORTS BCN,MADRID,ES,40.4165,-3.70256,19/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395057791,05/04/2016,HELSINKI,HELSINKI,FI,60.16952,24.93545,06/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
809662176365,05/04/2016,RUGVICA,RUGVICA,HR,45.73611,16.23306,06/04/2016,"WUGHTON, ESSEX",LONDON,GB,51.50853,-0.12574
807395016482,15/04/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,18/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806021475795,29/03/2016,MESTRE - VENEZIA,ROME,IT,41.89193,12.51133,30/03/2016,LONDON,LONDON,GB,42.98339,-81.23304
807395057758,18/04/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,20/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394980824,21/04/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,22/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418573046,31/03/2016,ASKIM,ASKIM,SE,59.58326,11.16286,01/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418569488,25/04/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,26/04/2016,LOUGHTON 4RG,LONDON,GB,51.50853,-0.12574
807395057585,15/04/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,18/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395016817,26/04/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,27/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
805440886212,14/04/2016,S J DOS CAMPOS,BRASILIA,BR,-15.77972,-47.92972,19/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776154464925,21/04/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,22/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395016840,29/03/2016,SANT VICENC DELS HORTS BCN,MADRID,ES,40.4165,-3.70256,31/03/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395057725,25/04/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,27/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394980813,25/04/2016,HAMBURG,HAMBURG,DE,53.57532,10.01534,26/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418573013,20/04/2016,ASKIM,ASKIM,SE,59.58326,11.16286,21/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395059268,07/04/2016,WAALWIJK,WAALWIJK,NL,51.6825,5.07083,08/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395009480,21/04/2016,CARACAS,CARACAS,VE,10.48801,-66.87919,23/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418573057,24/03/2016,ASKIM,ASKIM,SE,59.58326,11.16286,30/03/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418571959,25/04/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,26/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395062323,06/04/2016,COATZACOALCOS VERACRUZ,MEXICO CITY,MX,19.42847,-99.12766,11/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418571948,20/04/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,21/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418572999,22/04/2016,ASKIM,ASKIM,SE,59.58326,11.16286,23/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418526452,12/04/2016,MOBILE,MOBILE,US,30.69436,-88.04305,14/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395016997,02/04/2016,CARTAGENA MURCIA,MADRID,ES,40.4165,-3.70256,04/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
803761327213,12/04/2016,GENOVA,GENOVA,IT,4.31667,-75.76667,13/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395002935,04/04/2016,LE MAVRE,PARIS,FR,48.85341,2.3488,05/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395016986,04/04/2016,CARTAGENA MURCIA,MADRID,ES,40.4165,-3.70256,05/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395035352,27/04/2016,ETXEBARRI,MADRID,ES,40.4165,-3.70256,28/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776081242320,12/04/2016,TEOLO,ROME,IT,41.89193,12.51133,13/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395059338,07/04/2016,BERGEN,BERGEN,NO,52.80837,9.96374,11/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418532778,23/03/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,30/03/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017077,29/03/2016,REUS TARRAGONA,MADRID,ES,40.4165,-3.70256,30/03/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017099,05/04/2016,REUS  TARRAGONA,MADRID,ES,40.4165,-3.70256,06/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395057828,08/04/2016,HELSINKI,HELSINKI,FI,60.16952,24.93545,11/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058077,21/04/2016,BRORUP,BRORUP,DK,55.48194,9.01756,22/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017342,07/04/2016,BOIRO A CORUNA,MADRID,ES,40.4165,-3.70256,08/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806812163297,09/04/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,11/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395002534,15/04/2016,NAPOLI,ROME,IT,41.89193,12.51133,18/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418568665,25/04/2016,ATHENS,ATHENS,GR,37.97945,23.71622,27/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418568676,18/04/2016,ATHENS,ATHENS,GR,37.97945,23.71622,19/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418570551,14/04/2016,CUTTACK ODISHA,NEW DELHI,IN,28.63576,77.22445,18/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418569709,22/04/2016,TEOLO,ROME,IT,41.89193,12.51133,23/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395038627,21/04/2016,SCR,PORT OF SPAIN,TT,10.66668,-61.51889,23/04/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418573024,19/04/2016,ASKIM,ASKIM,SE,59.58326,11.16286,20/04/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
